text,complexity,taboo_word_0,taboo_word_1,taboo_word_2,taboo_word_3,taboo_word_4,taboo_word_5,taboo_word_6,taboo_word_7,taboo_word_8,taboo_word_9
دست روزگار,2,سرنوشت,حوادث,تقدیر,زندگی,اتفاقات,فرصت‌ها,زمان,چرخش,موقعیت,یادآوری
دامن چین دار,2,لباس,مد,زنانه,جنس,پوشاک,فشن,زیبا,بلند,رنگارنگ,طراحی
بزبز قندی,2,قصه,شیرین,پرنده,کودک,حیوان,دوستی,ماجرا,نجات,خواب,دنیای فانتزی
کارلی ایروینگ,2,بسکتبال,مربی,NBA,فینال,تیم,بازیکن,سلتیکس,حرکت,شوت,مشهور
نوشادعالمیان,2,نوشابه,عالم,شعر,سخن,ادبیات,نویسنده,کتاب,تحقیق,خلاقیت,جشنواره
نیماعالمیان,2,زبان,دین,کتاب مقدس,فلسفه,تاریخ,ایران,تعالیم,روحانی,آسمانی,عرفان
بی سرو سامان,2,آشفتگی,نامنظم,هرج و مرج,بی نظمی,مشکل,سر در گمی,ناهمخوانی,عدم تعادل,تضاد,بلاتکلیفی
روروک,2,کودک,حرکت,بازی,پیشرفت,چرخ,وسایل,نوزاد,گام,عروسک,ماشین
آبدولاچاگی,2,آب,فیبر,نوشیدنی,ترکیب,گوارا,طراوت,خنک,گل,نوشیدنی سرد,تازگی
مایه ننگ,2,شرم,فضیحت,رسوایی,عفت,ننگین,سرافکندگی,تندخو,لطمه,بدنامی,نقص
لامُروّت,2,بی‌مروت,نامرد,خودخواه,بی‌رحم,دورویی,شرکت‌کردن,خیانت,نفرت,غدر,مسئولیت‌پذیری
نوکر آقات غلام سیاه,2,بندگی,خدمتکار,سیاه‌پوست,ادب,فرمان,آقابزاری,حضور,اختیار,غلامی,وفاداری
هفت خان رستم,2,رستم,اسطوره,شجاعت,علی,هفت,مغول,حماسه,تخت جمشید,دلاوری,پهلوان
سینه قبرستون,2,مرگ,گور,مقبره,جنازه,عزاداری,ترس,آرامگاه,پوسته,یادبود,زیر خاک
شِرتی شَپَکی,2,لباس,زاینده,مد,پوست,فصل تابستان,کوتاه,رنگی,راحتی,طرح,خنک
مریم طوسی,2,خواننده,پاپ,آهنگ,کنسرت,ساز,صدا,محبوبیت,زن,ایران,هنر
آریا نسیمی شاد,3,خوشی,موسیقی,جشن,شادابی,آواز,هنر,رقص,محبت,شادی,دوستی
بهنام محمودی,2,موسیقی,خواننده,آلبوم,شعر,کنسرت,محبوب,صدای دلنشین,هنر,خلاقیت,ترانه
رائول لوزانو,2,مربی,فوتبال,تیم,بازیکنان,تاکتیک,مسابقه,قهرمانی,آرژانتین,استراتژی,گزارشگر
نواب نصیر شلال,2,سیاسی,ایران,رهبر,انقلاب,مذهب,جنگ,نهضت,پیشوایی,شورشی,مشروطه
حسین اجاقی,2,شاعر,نویسنده,موسیقی,خوشنویسی,فرهنگ,سرود,ادبیات,هنر,کلاسیک,مجاز
ونوس ویلیامز,2,تنیس,مدال,رقابت,بازی,فینال,خواهر,ورزشکار,زودتر,قهرمان,مربی
مایک رستم‌پور,3,مجری,تلویزیون,برنامه,هنر,صدا,مصاحبه,گفتگو,برخی,معروف,تحصیلات
سقف تیرچه بلوک,3,ساختمان,عایق,بتن,پشتیبانی,بار,سازه,چوبی,مقاوم,خودساز,دوره
دوین وید ,3,بسکتبال,ورزشکار,قهرمان,NBA,حرکات,توپ,شوت,مسابقه,سرویس,امتیاز
دریموند گرین,3,بسکتبال,گلدن استیت,بازیکن,دفاع,امتیاز,قهرمان,NBA,سلتیکس,پاس,قیمت
تفنگ پلاستیکی,2,سلاح,بازی,کودکانه,شکار,مصنوعی,تفریح,بازیچه,پلاستیک,آفتابه,چند رنگ
کرک و پر,2,پشم,مو,پرنده,کرکی,پوشش,حیوانات,نرمی,پوشیده,خزدار,لطافت
چاقو کره خوری,2,برش,غذا,خوردن,سری,میز,کرم,چاشنی,ظرف,سرو,آشپزخانه
سس خوری,2,غذا,ظرف,چاشنی,خوری,ملاقه,پخش کردن,سرو,میز,متفرقه,اشتها
از پشت کوه آمدن,2,کوه,نیاوردن,پشت,عقب,بالا,غار,ناحیه,حمل,پیمودن,حرکت
جرم گیر,2,پاک کننده,سفید کننده,محلول,تمیز کردن,سختی,چربی,لکه,شستشو,محافظ,سطح
باربند حمل دوچرخه,3,دوچرخه,بار,حمل,وسیله نقلیه,سفر,چرخ,متعلق,جایگذاری,بدنه,اتصال
گل سفالگری,3,خمیر,سفال,کوزه,آب,دست ساز,هنر,ظرف,گِل,پرنیت,کلاس
ساعت مچی عقربه ای,3,زمان,دست,تاریخ,دلتا,فرم,زیورآلات,خوانا,علمی,خرید,آب و هوا
خطای دید,2,تداعی,توهم,بصری,تصویر,خطا,فریب,واقعیت,اشتباه,ذهن,شهودی
پلاک ماشین,2,شماره,خودرو,شناسایی,مدل,سند,مالکیت,ثبت,راننده,آرم,وسیله نقلیه
به پیسی خوردن,3,نگرانی,بیماری,حالت,سرد,درد,فشار,کاهش,احساس,خستگی,سلامتی
برف شادی,2,سفید,سرما,فصل,بازی,تاریک,کوه,فریز,پارچه,سقوط,اصطلاح
هول و ولا,3,ترس,اضطراب,هراس,کابوس,تنش,نگرانی,وحشت,تنش,غافلگیری,سختی
زره,2,سپر,محافظت,نبرد,سلاح,شمشیر,نبردجویان,مستحکم,فولاد,شجاعت,جنگ
داش مشتی,3,مرد,زور,دوستی,پارتی,خشن,بدجنس,قهرمان,گروه,محل,فضل
نه چک زدیم نه چونه,3,توافق نکردیم,معامله نکردیم,گفتگو نکردیم,تسویه نکردیم,چک امن,داد و ستد,مذاکره,شرط,پیشنهاد,بی نتیجه
اتو زغالی,2,گرما,لباس,اتو کردن,صفحه,پیشرفته,بخار,حرارت,کلاسیک,یخچالی,دوخت
پازل هزار تکه,3,سرگرمی,چیدمان,قطعه,تصویر,ذهن,مجموعه,بازی,تفریحی,تکه,حل
نا مرد,2,ضعیف,ناتوان,بی‌عرضه,شکست‌خورده,بی‌قدرت,نامرد,بی‌غیرت,پست,بزدل,سست
قالب ژله,2,شیرینی,تشکیل,دسر,ماده غذایی,پخت,ژله,شکل دادن,مجسمه,وارد کردن,محصول
خودکار هوشمند,3,دیجیتال,نوشتن,قلم,فناوری,برنامه‌ریزی,ترسیم,هوش مصنوعی,دستگاه,شارژی,ارتباطات
قاب عکس چوبی,3,چوب,عکس,دکوراسیون,زیبا,کادری,هنر,تزیینی,داشته,خانوادگی,گالری
بخاری گازی شومینه ای,3,گرما,سوزاندن,چوب,هوا,فصل سرد,کاخ,دود,پیشانی,انرژی,محل نشیمن
کنتور برق,2,برق,سنسور,اندازه‌گیری,مصرف,میزان,دستگاه,کابل,بخاری,تراکم,الکتریسیته
کنتور گاز,2,انرژی,گاز,حساب,قبض,سنسور,سوزاندن,منزل,دما,استهلاک,وزن
پتیاره,3,پرنده,آسمان,پرواز,قبلا,وطن,رنگ,قفس,صدا,طبیعت,جلد
تپاچه ۱۰ متر,2,پرش,ارتفاع,ورزشگاه,دو,آمادگی,رقابت,فوتبال,پرتاب,میدان,تجربه
قلم پاتو می شکنم,3,شکستن,قلم,نوشتن,خشم,تهدید,غضب,اجازه ندادن,سخت,تنبیه,دست
دوربین شکاری,2,بزرگنمایی,دید,طبیعت,نظارت,تلسکوپ,چشم,عکاسی,جانداران,پیتک,نظارهگر
درب چوبي,2,چوب,ورودی,سکونت,نصب,فریم,محافظت,کلاسیک,طبیعت,نقاشی,دکوراسیون
اره دستی,2,ابزار,نجاری,برش,دستی,خودکار,چوب,ساخت,تعمیر,قلمی,دندانه
به در میگه دیوار بشنوه,3,خدا,گوش,گفتگو,سکوت,درخت,کلام,نجوا,پاسخ,زبان,فریاد
شاخه نبات,3,شکننده,شکر,نباتی,مربا,خوشمزه,شیرین,تنقلات,غذا,آشپزی,نوشیدنی
سبد سبزی,2,سبزیجات,میوه,خرید,باغ,سالاد,سبز,مغازه,تره‌بار,غذا,ظرف
چرم بزی,2,بز,چرم,پوشاک,دستگاه,محصول,کیف,کفش,فصل,طبیعی,سازنده
دل رحمی,2,احساسات,محبت,انسانیت,همدردی,بخشش,مشفقانه,لطافت,دلسوزی,عاطفه,حساسیت
دبل‌نا,3,دو,ورزش,تنیس,رقابت,حریف,چرخش,مدال,تکتیک,گل,سرویس
بالون,2,هوا,پرتاب,باد,تزیینی,فشار,رنگارنگ,شادی,عید,زیبا,جشن
ریل قطار,2,مسیر,حمل و نقل,سکوی ایستگاه,قطار,سورتمه,ساختار فلزی,حرکت,پایدار,سرعت,نوار
تصمیم کبری,2,سرنوشت,انتخاب,قضاوت,دولت,قانون,مشکل,حکم,سیاست,مردم,آینده
ساز ودهل راه انداختن,3,موسیقی,مراسم,شادی,رقص,ساز,صدا,آوا,سرود,جشن,تشکیل
کارِش زاره,2,مشتری,تجارت,سرویس,کسب و کار,پشتیبانی,شرکت,بسته بندی,محصول,فروش,بازار
کش و قوس,2,انعطاف,شکل,لرزش,حرکت,بازی,استقامت,کششی,استحکام,نرم,دیواری
کوزه گلی,2,ظرف,سفال,هنر,دست ساز,آب,غذا,کشاورزی,زینت,قاشق,محل
شیشه دارو,2,داروخانه,پزشکی,بیماری,قرص,نوشیدنی,بسته بندی,ماده,سلامت,پماد,ویال
چپ و چوله,3,راست,افقی,مسیر,انحراف,کج,جنبش,حرکت,زاویه,نامتقارن,نقطه
فاکتور,2,صورتحساب,پرداخت,قبض,هزینه,تجارت,معامله,مالیات,روند,محاسبه,مستندات
مهران شاهین طبع,1,شاعر,آثار,ادبیات,کتاب,نویسنده,خاطرات,کتابخانه,مقاله,شعر,موسیقی
رزیتا علیپور,3,خانم,روانشناس,مشاور,کریمی,تخصص,سخنرانی,کتاب,کارگاه,جشنواره,پژوهشگر
مرجان سلحشور,3,یونیفورم,بزرگ,نظامی,فرد,شجاعت,فداکاری,نبرد,سرباز,تیراندازی,قهرمان
مهران حاتمی,2,کارگردان,فیلم,مستند,سینما,ایران,جوایز,خلاقیت,فیلمنامه,موسیقی,داستان‌گو
گلنوش سبقت‌اللّهی,3,شعر,نویسنده,ادبیات,کتاب,داستان,پرخاش,معاصر,جوان,سخنرانی,ایران
پریناز حاجیلو,3,خواننده,موسیقی,آلبوم,کنسرت,محبوب,شخصیت,هنر,صدا,تکنوکراسی,ترانه
بشکنه این دست,2,شکننده,درد,سقوط,ضربه,شی,سختی,کج,ناشی,پاشیدگی,ترس
قاب گوشی,2,محافظ,تعداد ,گوشی,شکستنی,سخت,پلاستیکی,نگهدارنده,زیبا,طرح,فنی
سر و ته یکی,2,معاوضه,مبادله,دوطرفه,متناقض,برعکس,جفت,قرارداد,سود,ضرر,تقسیم
سوبلس,3,سس,تحمل,ادغام,مخلوط,دوست,بدون چربی,خوراکی,غذا,خوشمزه,نرم
دسته تبر,2,چوب,ابزار,انشا,حمله,تراش,معمولی,قدرت,برش,جنگل,کارکرد
هَوَل,3,ترس,وحشت,فاجعه,خطر,اضطراب,نگرانی,سکته,هیجان,دلهره,آشفتگی
چتر باز,2,باران,محافظت,خیس,پناه,هوا,رنگی,نشیمن,فصل,سلطنت,نگه داری
فکتو میارم پایین,3,تحویل,پایین,عدد,بیان,نقش,مقدار,سیستم,اجازه,ارائه,مستند
سنگفرش,3,جاده,پله,سخت,جا,پوشش,انتخاب,محل,راه,کف,معمار
نایلون حبابدار,3,حفاظت,لایه,حباب,خنک,محافظ,کیسه,سفر,بسته‌بندی,شکستن,مواد
شانه جیبی,2,اصلاح,مو,زینتی,لوازم آرایش,پرتابل,جیبی,کوچک,قلمی,آراستگی,وسایل شخصی
قفل و زنجیر,3,کلید,تأمین امنیت,محافظت,بستن,دزد,سرویس,حرکت نکردن,ضدسرقت,بند,محصور
مارو کاشتی,3,گیاه,کاشتن,باغ,محصول,کشاورزی,دانه,خاک,پرورش,فصل,سبز
فیلش یاد هندستون کرده,3,یاد,دست,هندوستان,فیل,فکر,دوری,رسی,سفر,بزرگ,احساس
مثل بید میلرزه,2,ترس,نگران,سرد,لرزش,بیدار,وحشت,حرکت,کوتاه,احساس,خودآگاه
یک روح در دو بدن,3,دوستی,همزاد,شبح,تجسم,مقابل,هویت,دوقلوها,فردیت,عشق,پیوند
هلو پوست کنده,3,میوه,زرد,شیرین,دستگاه پوست کنی,سالتری,فصل تابستان,کشت,سالاد میوه,آشپزی,چاک زدن
نصراللّه سجادی,2,دعای کمیل,عالم دینی,شیعه,مذهب,تفسیر قران,عصمت,عرفان,احادیث,مرجع تقلید,طلوع ولایت
بکش بیرون,2,خارج کردن,نکاندن,برداشتن,حذف کردن,درآوردن,چشم‌پوشی,حیف کردن,جدا کردن,تخلیه,خاموش کردن
صلوات,2,دعای مخصوص,پیامبر,خداوند,سلام,عبادت,مؤمنین,رحمت,نماز,زیارت,خوشنودی
بزن بریم,3,حرکت,سفر,پیک نیک,تفریح,گروه,خارج از شهر,الان,کنیم,ماجراجویی,تفریحی
هنگفت,2,ساعت,روز,شب,بیدار,خواب,یادآوری,تنظیم,قفسه,روزمره,دقیقه
تامل,3,فکر,اندیشه,تحلیل,توجه,تمرکز,نفس,توقف,تعمق,زمان,رفتار
منگنه کش,3,کاغذ,دفتر,سند,اتصالات,ابزار,چسباندن,مستند,کارگاه,نوشتن,مدرک
نوواک جوکوویچ,2,تنیس,بازیکن,قهرمان,صربستان,رکورد,گرند اسلم,مسابقات,راکت,اول دنیا,انتقاد
لحیم,3,فلز,ذوب,اتصال,ساخت,ماشینکاری,حرفه‌ای,پایه,آلیاژ,قطعات,اپراتور
پینه بسته,3,زخم,درد,پوست,مچ,علایم,پای,بافت,ترمیم,جای زخم,طب سنتی
تو رگ زدن,2,دوزخ,اعتیاد,سرنگ,مواد,خون,پنجری,سوزن,مصرف,کاهش,درد
فینگلیش,2,زبان,فارسی,انگلیسی,نوشتار,تلفظ,چت,محاوره,خارجی,مخلوط,کلام
ول گشتن,3,آزادی,سرگردانی,پران,گشت و گذار,بی‌هدفی,پیمایش,رخنه,سرما,ناآشنایی,تنهایی
پنجه ی آفتاب,3,گل,سبز,باغ,نور,خورشید,طبیعت,زیبایی,تابستان,درخت,رشد
فول آپشن,3,وسایل,خودرو,کامل,تجهیزات,مدل,رانندگی,luxury,امکانات,صندلی,سیستم
شیشه عقب ماشین,3,شیشه,ماشین,عقب,پنجره,اتومبیل,دید,نقلیه,براق,نصب کردن,خودرو
زوار در رفته ,3,حضور,سفر,محل,مشتاق,عاطفی,خبر,درد,نقل,غایب,ملاقات
میخ آهنی,2,تجهیزات,نجاری,سخت,پلاستیک,سوزن,چوب,مناسب,نصب,سازه,دوخت
مجتبی عابدینی,2,شاعر,ادبیات,کتاب,پدیده,سخنرانی,شعر,معروف,دلنوشته,احساسات,اجتماع
گلاره ناظمی,2,نویسنده,رمان,تالیف,ادبیات,داستان,ایران,شاعر,کتاب,خالق,فرهنگ
الناز رکابی,3,بازیگر,سینما,فیلم,تلویزیون,محبوبیت,نماهنگ,چهره,ایران,جوایز,هنرپیشه
احسان لشگری,3,خواننده,موسیقی,آلبوم,شعر,کنسرت,هنر,تک‌نواز,انتشار,محبوبیت,گروه
دست رو دست,1,نشیمن,بی‌تحرکی,خواب,بی‌عملی,سکون,وقتی,نگاه,توقف,صبر,عدم اقدام
شب جمعه,2,دعوت,مهمانی,خانواده,غذا,سرگرمی,ترانه,سینما,دوست,عید,شب
سحرو جادو,2,جادوگر,طلسم,افسون,سحر,خارق‌العاده,خیال,رسمی,اقیانوس,قدرت,روح
دل گرمی,1,محبت,دوستی,خوشحالی,احساس,گرما,جاذبه,آسایش,نیکویی,شوق,سکون
ماشین لکنته,3,خودرو,حرکت,سرعت,ترمز,تعمیر,راننده,موتور,سوخت,چرخ,سفر
غاز قُلنگ,3,پرنده,آب,شنا,فرار,غذا,پرواز,سفید,تخم,چشم,گروه
عقب اُفتاده,2,عقب‌افتادگی,کُند,نادان,پیشرفت نکرده,پشت مانده,دیر اندیش,کم‌هوش,سوتی,غفلت,جوانمردی
قربون صدقه,2,عشق,محبت,بوسه,ناز,دلبر,فدای,مهر,زیبا,فداکاری,احساس
ور قُلمبیده,3,معدن,ساختمان,قرمز,پودر,رنگ,نقاشی,چسب,زیبایی,سطح,قلم
کارت عضویت کتابخانه,3,کتابخانه,عضویت,شناسنامه,کارت,خواندن,کتاب,دسترسی,مدارک,زیرنویس,قرض
قبله نما,2,نما,مسلمان,نقشه,جهت,نماز,قطب,دعا,خاک,سفر,دین
ادا اطوار,3,حرکت,شخصیت,نمایش,سخرانی,نقش,تقلید,تفریح,تعریف,مهره,شخصی
روزگار نامراد,2,مشکل,بدشانسی,کار,تنگدستی,قضا,بخت,حسرت,نقص,کاسبی,چالش
حرف تو حرف,2,گفتگو,مکالمه,صحبت,کلام,نظریه,بحث,دیالوگ,مباحثه,تبادل,توافق
دوربین مدار بسته,3,نظارت,تصویر,امنیت,پیشگیری,کیفیت,زیر نظر,ضبط,فناوری,روز و شب,تحرک
سوزن تزریق,3,پزشکی,درد,دارو,ماده,خون,پرستار,آزمایش,عفونت,فشار,سلامت
این نیز بگذرد,3,مشکل,زمان,روزگار,پایه,تناقض,صحرای,گذشته,جدا,موقت,تغییر
کرم نرم کننده,3,پوست,مرطوب,کرم,زیبایی,ماندگاری,نرم,مراقبت,بهداشتی,ترمیم,حساس
ناقص الخلقه,3,معلول,بیماری,دست یا پا,عمل جراحی,نقص,بدشکل,محدودیت,ناهنجاری,غیرطبیعی,مشکل جسمی
بزمجه,3,چشم,زبان,تن,گوشت,دوست,آواز,حیوان,محیط,تغذیه,توجه
ایندیانا ,2,ایالت,آمریکا,شهر,راست,نقشه,فوتبال,هندسه,حال,پا,بخشی
میز فلزی,2,مبلمان,صندلی,گالری,تخت,کار,فلز,اشیاء,دکوراسیون,پلیس,کمد
سبد گل,2,گل,تزیینی,محل,هدیه,عروسی,سنتی,زیبا,طبیعت,دی decor,ترکیب
انگشتر,1,جواهر,دست,زیورآلات,طلا,نقره,هدیه,دور,مدل,زینت,سور
شب بخیر,1,خواب,شب,خوابیدن,خوابگاه,تاریکی,خواب‌آور,استراحت,زیبایی,شام,نور
صبح بخیر,1,سلام,روز,خوش,دوست,سلامتی,بیداری,نور,انرژی,چایی,خواب
خاک رس,2,سرامیک,سفال,چینی,گِل,ساختن,خاک,صنعت,محصولات,دست‌ساز,هنر
سفره گلدار,2,زینتی,پارچه,فرش,غذا,رنگین,مهمانی,شکلات,زفاف,سنتی,عروسی
واکس کفش,2,برق,محلول,چرم,تمیزکردن,مداد,خشکی,جلوه,پولیش,کفش,اسپری
جامه دران,3,لباس,مخمل,پوشاک,مد,فشن,تزیین,طراحی,دوزندگی,نقشه‌کشی,خیاطی
دزدگیر خودرو,2,حفاظت,سیستم امنیتی,صدای آژیر,سرقت,ماشین,دستگاه,نصب,تشخیص,سنسور,قفل
وا مانده,2,تنهایی,دلسرد,فراموشی,عدم حضور,غفلت,چشم انتظار,بیرون از جمع,تسلیم,نیاز,غمگین
کج خلق,2,عصبی,غضب,بدخلق,خشمگین,ناراحت,بی‌حوصلگی,سرزنش,تندخوی,کوتاه‌خود,بی‌ادب
کولی,2,سفر,چادر,جاده,روستا,عشایر,گله,هیجان,کوچ,زندگی در طبیعت,محل سکونت
کره بز,2,لبنیات,شیر,غذای پروتئینی,دریاچه,کشاورزی,پشم,گوسفند,محصول,دام,زعفران
انگشتر عقیق,3,جواهر,سنگ,زینت,زیورآلات,طلا,حلقه,کاردستی,مروارید,گنجینه,فال
ساحره,2,جادو,شبح,طلسم,افسون,خطرناک,قدرت,تاریکی,راز,شکارچی,مردم
عجوز,2,سالمند,پیری,زردی,چروک,کهنسال,درد,تنهایی,عصا,یادگار,افسانه
مَچَل,2,آب,پیشانی,لایه,نرمی,سرما,لحظه,تنگی,رنگ,گوشتی,شکل
لقمه گلو گیر,3,غذا,بلعیدن,خوردن,خوردن بیش از حد,مشکل,مواد غذایی,گلو,سرفه,ایست قلبی,حادثه
سیر خردکن,2,خرد کردن,یاخچالی,سیر,دستگاه,پخت و پز,آشپزی,چاقو,پوره کردن,غذا,ابعاد کوچک
کفش ورنی,3,کتانی,چرم,مد,پاشنه,پوشاک,تزیینات,صندل,فشن,فوتwear,زینتی
کفش مخمل,2,پوشاک,مدل,محصول,نرمی,پا,جنس,رنگ,فصل,زیبا,کلاسیک
پارچه ساتن,2,پارچه,ابریشم,نرمی,زرق و برق,لباس,دخترانه,خشک,تنوع رنگ,مخمل,دوخت
پارچه گیپور,2,دوخت,لباس,نقره‌ای,طرح,سنجاق,زینتی,روزمره,بافت,پوشاک,زنده
آسه آسه,1,آرام,کند,ملایم,به آهستگی,کم‌سرعت,سفارشی,احتیاطی,خویشتن‌دار,آهسته,آهسته حرکت کردن
از راه بدر کردن,2,گمراه کردن,نادرست,راهنما,نقشه,خودسیری,احساس سردرگمی,غلط,سردرگمی,مسیر,دریافت اشتباه
کتیبه دیواری,3,هنر,نقش,دیوار,نوشتار,قدیمی,زینتی,فرهنگ,کلاسی,سنتی,مکانی
کفش مردانه,2,پوتین,مد,نیاز,خرید,باف,تین‌تین,دوران,جنس,رنگ,پیاده‌روی
کفش زنانه,2,مد,پاشنه,پا,ظاهر,خرید,استایل,طراحی,زیبا,طرح,جنس
قوری مسی,2,چای,ظرف,آشپزخانه,نوزاد,برنج,دستگاه,ساز,نقره,شکل,مواد
پنکه شارژی,2,برق,خنک,متنقل,دستگاه,هوا,أسید,باتری,سیم,چرخش,کوچک
دیوار آجری,2,ساختمان,سازه,محیط,قیمت,کلاسیک,ماده,نقش,سخت,دیواری,فروش
پول مفت,2,هدیه,سود,شغل,ثروت,بخشنده,کمک,بدهی,سرمایه,اجازه‌ها,معامله
عشق در یک نگاه,2,احساس,عاطفه,نگاه,روابط,دل,شور,زمزمه,شیفتگی,ابتدا,جذابیت
شاهد عینی,3,گزارشگر,شهادت,ناظر,حادثه,شواهد,تجربه,رویداد,چشم دید,دیده‌بان,سند
آدم پایه,2,دوست,یاری,کار تیمی,حمایت,اعتماد,علاقه,وفاداری,دوستی,پشتیبان,منصل
چایی لب سوز,2,مایع,گرم,نوشیدنی,تنظیم دما,مزه,عطر,طعم,دیر سرد شدن,محبوبیت,پر کردن لیوان
گنده گویی,2,دروغ,مبالغه,پراکندگی,فریب,غلو,دست‌کاری,بی‌اساس,چرت و پرت,غیرواقعی,بیهوده
من میگم نره تو میگی بدوش,3,دویدن,خارج,بفرست,ممنوع,پیشرفت,تصمیم,تنها,فرار,زور,توقف
درو تخته جوره,2,جور,تخته,درو,راهنما,مربوط,سوار,زیر,پلاستیکی,بازی,حالت
فرار مغزها,2,مهاجرت,تحصیل,دانشگاه,متخصص,کارشناسی,علوم,استعداد,اقتصاد,وطن,افراد
توانا بود هرکه دانا بود,2,عقل,آگاهی,خرد,معلومات,فهم,ذهن,تفکر,تحصیلات,پندار,دانش
رخت آویز دستشویی,3,لباس,دستشویی,آویزان,خشک کردن,پوشاک,حموم,میخ,اتاق,فضا,نصب
رفت و آمد,2,حرکت,سفر,جابه‌جایی,وسیله نقلیه,تردد,مسیر,ایستگاه,تفریح,پیمودن,خارج شدن
آمار گرفتن,1,جمع آوری,تحلیل,پژوهش,داده ها,نظارت,مقایسه,گزارش,بررسی,سنجش,سازماندهی
بی ناموس,2,وفاداری,شرافت,آبرو,دردسر,رسوایی,عفت,اخلاق,خیانت,جسارت,ننگ
کله ملق,2,تعادل,حرکت,ورزش,بدن,چرخش,خواب,سقوط,سر,فکر,سرعت
مارک لباس,2,برند,فشن,طراحی,مد,خرید,دوخته,کیفیت,خودکار,شخصیت,تولید
جوراب مارک دار,2,پوشاک,مد,اکسسوری,فشن,تولید,دوخت,برند,طرح,راحتی,فروختن
زیر پیراهن مردانه,3,لباس,مرد,زیر,تن,پارچه,قفسه,شخصی,راحت,چندلایه,آستین‌دار
سر شیلنگ,2,آب,فشار,نوشیدن,شلنگ,پمپ,ابزار,قطعه,تغذیه,سیستم,مخزن
پمپ بنزین,2,سوخت,ماشین,بنزین,کارت سوخت,پول,تلمبه,مخزن,توقف,خیابان,خودرو
برف روب,2,فصل,سفید,سرما,ابزار,زمین,برف,جاده,راندن,هوا,پاک کردن
لنج,2,کشتی,دریا,بار,تجارت,ملوان,محموله,مسیر,سرنشین,آب,ایران
یدک کش,2,خودرو,جاده,برگشت,کشیدن,الان,کامیون,مسیر,حرکت,خدمات,سانسور
گل خشک,2,تزئینی,میخک,حس بویایی,پجیدگی,فسیل,طرز تهیه,کم رنگ,طبیعت,جنگل,تحمل
دف,2,سازی,موسیقی,رقص,هرمز,زنگ,جوان,دست,گروه,سنتی,ضرب
شرشره,3,باران,آب,شکوفه,رودخانه,صدا,طبیعت,وزش,سر و صدا,بخشش,ریزش
لپ لپ,2,صدای دریا,آب,گلابی,خوردن,گوشتی,سکوت,میوه,بازی,فرح بخش,چشیدن
گرز,2,چوب,سلاح,ضربه,کشتن,حمله,مبارز,زورآوری,سخت,دست,بنای
ریش ریش,1,محل دندان,اصلاح صورت,جوانان,مردانه,موهای صورت,آرایشگر,سختی,قدیمی,زود رشد,مردی
رآکتور هسته‌ای,3,انرژی,اتمی,پرتو,بمب,هسته,فیزیک,سوزاندن,کنترل,سالید,پروتون
کایت,3,پرواز,باد,تفریح,آسمان,دست,رنگین,عید,بازی,تار,وزش
کندو,1,عسل,زنبور,شهد,سازمان,نحل,لانه,غذای شیرین,زنبورعسل,کید,تولید
ناو,2,کشتی,دریا,سلاح,نظامی,جنگ,سفینه,مرکز فرماندهی,نیرو,ماموریت,تاکتیک
زانوبند,2,محافظ,پوشیدنی,آرتروز,درد,زانو,ورزش,حفاظت,فشار,تامین,نرمی
تیر برق,2,مرکز,انرژی,جریان,خطر,سیم,برق,چوبی,پایه,کابل,الکتریسیته
رسید بانک ,2,واریز,حساب,پول,تراکنش,سند,بانکداری,مدرک,خدمات مالی,کارمزد,اعتبار
چرخ دستی خرید,3,خرید,فروشگاه,چرخ,کالای,پلاستیکی,حمل,تسویه,فروش,اجناس,محموله
بارکد خوان,3,اسکنر,خواندن,شناسه,محصول,خدمات,فناوری,داده,فروشگاه,کد,دستگاه
شیرین زبان,2,صحبت,دوست,مهربان,چرب زبان,شیرین,زبان,تسخیر,فریب,دلنشین,نرمی
کاسه کوزه,2,شکستن,ظروف,خدمتکار,سرویس,فلز,آشپزخانه,شکل,حجم,قیمت,خرید
کوه به کوه نمی رسه,2,فاصله,دوستی,تفاوت,مسافت,ملاقات,جدایی,قدرت,خستگی,مقاومت,پشتیبانی
ریموت کنترل,2,تلویزیون,دکمه,پخش,کنترل,صفحه نمایش,برق,فاصله,دستگاه,خاموش,تنظیم
بطری شیشه ای,2,شیشه,نوشیدنی,ظرف,شکستن,حمل و نقل,آب,مکعبی,اجسام,سبک,قابل مشاهده
سرامیک دیوار آشپزخانه,3,کاشی,سالن,دیواره,دکوراسیون,خونه,لکه,شستشو,طرح,گچ,زینتی
بشکه نفت,2,سوخت,مخزن,تامین,منابع,بستر,صنعت,نفت,مشتقات,پالایش,محصول
موی مصنوعی ,2,زیبایی,کاشت,پارچه,مو,طبیعی,فرم,شکل,مدل,تزیینی,آرایش
خورشیدِ پُشتِ اَبر,2,نور,آسمان,غروب,روز,گرما,پرتو,طناب,نورانی,قمر,تاریخ
آتیش زدم به مالم,2,آسیب,خطر,آتش,سوزاندن,محل,تخریب,سکونت,نقص,تنبیه,ایمنی
عصای کوهنوردی,3,کوهنوردی,چوبی,طبیعت,کمک,استحکام,حمل,دفاع,توازن,پیشرفت,دستگاه
تله کابین,2,ارتفاع,سفر,پیشرفت,چشم‌انداز,ساختمان,معلق,کوهستان,توریستی,حمل و نقل,وسایل
